,index,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two
0,Nick_Meaney_3,1636,3,351,1,Fullback,80:00,0,0,0,0,0,0,0,32,19,163,87,42,0,0,0,0,3,0,18,3.38s,0,0,0,0,0,24,41,1.26,57.1%,4,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,0
1,Christian_Crichton_3,1628,3,351,2,Winger,80:00,0,0,0,0,0,0,0,35,19,184,25,67,1,1,1,0,2,2,16,3.35s,0,0,0,1,0,1,21,0.05,60%,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,0
2,Marcelo_Montoya_3,82,3,351,3,Centre,80:00,4,1,0,0,0,0,0,51,19,213,0,81,1,0,0,0,4,2,15,2.85s,0,0,0,1,0,10,26,0.53,80%,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,0
3,Will_Hopoate_3,84,3,351,4,Centre,80:00,0,0,0,0,0,0,0,25,14,116,3,35,0,0,0,0,2,0,13,3.32s,4,34,0,0,0,4,19,0.29,83.3%,15,3,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,80:00,0
4,Reimis_Smith_3,83,3,351,5,Winger,80:00,0,0,0,0,0,0,0,18,16,149,5,52,0,0,0,0,1,0,14,3.05s,0,0,0,1,0,3,19,0.19,100%,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,80:00,0
5,Kieran_Foran_3,80,3,351,6,Five-Eighth,80:00,0,0,0,0,0,0,0,48,18,116,0,3,0,2,1,0,1,0,4,3.92s,0,0,0,0,1,58,73,3.22,83.3%,20,3,1,0,0,10,192,2,3,1,0,1,0,1,1,0,0,0,0,0,80:00,0
6,Jack_Cogger_3,1638,3,351,7,Halfback,80:00,4,1,0,0,0,0,0,78,16,114,0,11,1,0,0,0,2,0,5,3.15s,0,0,0,0,1,30,50,1.88,96.6%,28,0,1,0,0,12,391,1,2,2,0,1,0,0,0,0,0,0,0,0,80:00,0
7,Aiden_Tolman_3,62,3,351,8,Prop,54:00,0,0,0,0,0,0,0,43,18,169,0,62,0,0,0,0,0,18,18,3.31s,0,0,1,0,1,8,27,0.44,93.9%,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33:22,21:01
8,Jeremy_Marshall-king_3,66,3,351,9,Hooker,80:00,0,0,0,0,0,0,0,46,2,7,0,5,0,0,0,0,0,0,1,3.68s,2,7,0,0,1,113,112,56.5,96.3%,52,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,0
9,Ofahiki_Ogden_3,69,3,351,10,Prop,31:00,0,0,0,0,0,0,0,31,9,83,15,23,0,0,0,0,1,6,5,3.06s,0,0,0,1,0,2,9,0.22,85.2%,23,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17:06,13:54
10,Josh_Jackson_3,67,3,351,11,2nd Row,69:00,0,0,0,0,0,0,0,59,21,154,0,36,0,0,0,0,1,12,10,3.25s,0,0,0,0,1,16,28,0.76,95.7%,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43:43,25:04
